distance_km,empreinte_train_kg,empreinte_avion_kg,ratio_co2,operateur,pays_operateur,trajet_id,gare_depart,gare_arrivee,heure_depart,heure_arrivee,type_service
1157.0,24.7,182.806,0.1351,C.F.R. Călători S.A.,RO,CFR/MÁV/ÖBB D 346,București Nord,Wien Hbf,1899-12-30T14:07:00.000Z,1899-12-30T08:21:00.000Z,NUIT
807.0,11.1,127.506,0.0871,HŽ Putnički prijevoz d.o.o.,HR,HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,1899-12-30T19:38:00.000Z,1899-12-30T08:38:00.000Z,NUIT
529.0,4.7,83.582,0.0562,Železničná spoločnosť Slovensko a.s.,SK,ZSSK R 681,Bratislava hl.st.,Humenné,1899-12-30T22:55:00.000Z,1899-12-30T07:29:00.000Z,NUIT
725.0,0.23,114.55,0.002,SJ Norge AS,NO,SJN 475,Trondheim,Bodø,1899-12-30T23:05:00.000Z,1899-12-30T09:05:00.000Z,NUIT
487.0,10.714,76.916,0.1393,C.F.R. Călători S.A.,RO,JOUR_CFR_7210,Bucuresti Nord,Timisoara Nord,1899-12-30T08:00:00.000Z,1899-12-30T11:42:00.000Z,JOUR
1055.0,5.275,166.69,0.0316,SNCF Voyageurs SA,FR,JOUR_SNCF_6200,Barcelona Sants,Paris Gare de Lyon,1899-12-30T08:42:00.000Z,1899-12-30T15:57:00.000Z,JOUR
934.0,20.548,147.572,0.1392,C.F.R. Călători S.A.,RO,JOUR_CFR_214,Cluj-Napoca,Bucuresti Nord,1899-12-30T13:42:00.000Z,1899-12-30T20:05:00.000Z,JOUR
1212.0,21.7,191.496,0.1133,Укрзалізниця,UA,UZ 074,Przemyśl Gł.,Kharkiv,1899-12-30T13:45:00.000Z,1899-12-30T13:53:00.000Z,NUIT
513.0,11.0,81.054,0.1357,БДЖ - Пътнически превози ЕООД,BG,BDŽ 3636,Varna,Sofia,1899-12-30T21:40:00.000Z,1899-12-30T07:00:00.000Z,NUIT
962.0,17.9,151.996,0.1178,Trenitalia S.p.A,IT,FS IC Notte 796,Salerno,Torino Lingotto,1899-12-30T20:52:00.000Z,1899-12-30T10:32:00.000Z,NUIT
459.0,9.5,72.522,0.131,C.F.R. Călători S.A.,RO,CFR 1837,Iași,Cluj-Napoca,1899-12-30T20:40:00.000Z,1899-12-30T05:20:00.000Z,NUIT
591.0,13.9,93.378,0.1489,TCDD Taşımacılık A.Ş.,TR,TCDD/BDŽ 493/12504,Sofia,İstanbul Halkalı,1899-12-30T18:45:00.000Z,1899-12-30T06:34:00.000Z,NUIT
745.0,12.6,117.71,0.107,Železničná spoločnosť Slovensko a.s.,SK,ZSSK EN 443,Praha hl.n.,Humenné,1899-12-30T22:16:00.000Z,1899-12-30T10:29:00.000Z,NUIT
1171.0,22.5,185.018,0.1216,Укрзалізниця,UA,UZ 010,Budapest Keleti,Kyiv Pasazhyrskyi,1899-12-30T22:40:00.000Z,1899-12-30T19:11:00.000Z,NUIT
631.0,12.5,99.698,0.1254,Trenitalia S.p.A,IT,FS IC Notte 764,Roma Termini,Bolzano / Bozen,1899-12-30T22:05:00.000Z,1899-12-30T06:28:00.000Z,NUIT
1112.0,16.0,175.696,0.0911,ÖBB-Personenverkehr AG,AT,ÖBB NJ 40294,Roma Tiburtina,Wien Hbf,1899-12-30T18:10:00.000Z,1899-12-30T08:52:00.000Z,NUIT
606.0,13.0,95.748,0.1358,C.F.R. Călători S.A.,RO,CFR 1654,Vatra Dornei Băi,București Nord,1899-12-30T20:28:00.000Z,1899-12-30T05:56:00.000Z,NUIT
1427.0,30.5,225.466,0.1353,Trenitalia S.p.A,IT,FS IC Notte 1967,Milano Centrale,Palermo Centrale,1899-12-30T20:10:00.000Z,1899-12-30T16:55:00.000Z,NUIT
1305.0,20.9,206.19,0.1014,Укрзалізниця,UA,UZ 032 D,Przemyśl Gł.,Zaporizhzhia 1,1899-12-30T18:07:00.000Z,1899-12-30T14:37:00.000Z,NUIT
539.0,11.0,85.162,0.1292,БДЖ - Пътнически превози ЕООД,BG,BDŽ 8656,Varna,Sofia,1899-12-30T23:30:00.000Z,1899-12-30T09:00:00.000Z,NUIT
831.0,19.0,131.298,0.1447,Astra Trans Carpatic SRL,RO,ATC IR 1920,Constanța,Oradea,1899-12-30T18:43:00.000Z,1899-12-30T12:40:00.000Z,NUIT
891.0,29.403,140.798,0.2088,PKP Intercity S.A.,PL,JOUR_PKP_45,Warszawa Centralna,Wien Hauptbahnhof,1899-12-30T06:52:00.000Z,1899-12-30T13:58:00.000Z,JOUR
758.0,11.4,119.764,0.0952,Укрзалізниця,UA,UZ 007 O/059 O,Kharkiv,Odesa Holovna,1899-12-30T17:55:00.000Z,1899-12-30T08:10:00.000Z,NUIT
740.0,20.6,116.92,0.1762,RegioJet a.s.,CZ,RJ 1038,Przemyśl Gł.,Praha hl.n.,1899-12-30T22:12:00.000Z,1899-12-30T08:56:00.000Z,NUIT
865.0,20.8,136.67,0.1522,Укрзалізниця,UA,UZ 078 Š,Odesa Holovna,Kovel,1899-12-30T17:03:00.000Z,1899-12-30T09:31:00.000Z,NUIT
1261.0,28.7,199.238,0.144,TCDD Taşımacılık A.Ş.,TR,TCDD 22012,Ankara,Tatvan,1899-12-30T11:20:00.000Z,1899-12-30T13:31:00.000Z,NUIT
533.0,11.4,84.214,0.1354,БДЖ - Пътнически превози ЕООД,BG,BDŽ 2627,Sofia,Varna,1899-12-30T23:00:00.000Z,1899-12-30T06:52:00.000Z,NUIT
1160.0,19.8,183.28,0.108,Укрзалізниця,UA,UZ 093,Kharkiv,Chelm,1899-12-30T13:32:00.000Z,1899-12-30T11:05:00.000Z,NUIT
1112.0,16.0,175.696,0.0911,ÖBB-Personenverkehr AG,AT,ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1899-12-30T19:56:00.000Z,1899-12-30T09:14:00.000Z,NUIT
831.0,19.0,131.298,0.1447,Astra Trans Carpatic SRL,RO,ATC IR 1922,Oradea,Constanța,1899-12-30T14:20:00.000Z,1899-12-30T08:31:00.000Z,NUIT
604.0,14.0,95.432,0.1467,C.F.R. Călători S.A.,RO,CFR 1822,Arad,București Nord,1899-12-30T17:48:00.000Z,1899-12-30T05:25:00.000Z,NUIT
680.0,26.4,107.44,0.2457,PKP Intercity S.A.,PL,PKP TLK 83174/64174,Świnoujście,Bielsko-Biała Gł.,1899-12-30T20:17:00.000Z,1899-12-30T05:49:00.000Z,NUIT
863.0,20.712,136.354,0.1519,БДЖ - Пътнически превози ЕООД,BG,JOUR_BDZ_662,Varna,Sofia,1899-12-30T09:20:00.000Z,1899-12-30T16:11:00.000Z,JOUR
1465.0,25.3,231.47,0.1093,Укрзалізниця,UA,UZ 006 P,Zaporizhzhia 1,Yasinia,1899-12-30T13:00:00.000Z,1899-12-30T10:43:00.000Z,NUIT
989.0,3.1,156.262,0.0198,SNCF Voyageurs SA,FR,SNCF IC Nuit 5772,Nice Ville,Paris Austerlitz,1899-12-30T17:55:00.000Z,1899-12-30T08:08:00.000Z,NUIT
839.0,15.102,132.622,0.1139,First Greater Western Ltd.,GB,JOUR_GWR_118,Edinburgh Waverley,London Paddington,1899-12-30T10:00:00.000Z,1899-12-30T16:52:00.000Z,JOUR
792.0,2.2,125.136,0.0176,SNCF Voyageurs SA,FR,SNCF IC Nuit 3754 (Sun),Albi Ville,Paris Austerlitz,1899-12-30T20:50:00.000Z,1899-12-30T08:32:00.000Z,NUIT
645.0,14.6,101.91,0.1433,Caledonian Sleeper Ltd.,GB,CS 1003 (G),London Euston,Glasgow Central,1899-12-30T23:45:00.000Z,1899-12-30T07:30:00.000Z,NUIT
867.0,16.658839,136.986,0.1216,Укрзалізниця,UA,UZ 068,Warszawa Wschodnia,Kyiv Pasazhyrskyi,1899-12-30T17:49:00.000Z,1899-12-30T10:45:00.000Z,NUIT
553.0,15.064,87.022,0.1731,RegioJet a.s.,CZ,JOUR_RJ_2181,Brno Hlavni,Praha Hlavni,1899-12-30T14:30:00.000Z,1899-12-30T19:01:00.000Z,JOUR
841.0,2.9,132.878,0.0218,SNCF Voyageurs SA,FR,SNCF IC Nuit 3740,Paris Austerlitz,Tarbes,1899-12-30T21:41:00.000Z,1899-12-30T09:37:00.000Z,NUIT
1400.0,25.0,221.2,0.113,Укрзалізниця,UA,UZ 017 O/045 D,Kharkiv,Uzhhorod,1899-12-30T14:36:00.000Z,1899-12-30T08:34:00.000Z,NUIT
588.0,0.18,92.904,0.0019,Go-Ahead Norge AS,GB,GA F5 725,Oslo S,Stavanger,1899-12-30T22:25:00.000Z,1899-12-30T07:20:00.000Z,NUIT
493.0,10.3,77.894,0.1322,C.F.R. Călători S.A.,RO,CFR 1642 (CN),Cluj-Napoca,București Nord,1899-12-30T20:03:00.000Z,1899-12-30T06:20:00.000Z,NUIT
784.0,29.435,123.826,0.2377,MÁV-START Vasúti Személyszállító Zrt.,HU,JOUR_MAV_776,Debrecen,Budapest Keleti,1899-12-30T14:02:00.000Z,1899-12-30T20:20:00.000Z,JOUR
451.0,9.9,71.258,0.1389,C.F.R. Călători S.A.,RO,CFR 1641/R-E 4008,București Nord,Bistrița Nord,1899-12-30T21:03:00.000Z,1899-12-30T05:57:00.000Z,NUIT
803.0,13.1,126.874,0.1033,C.F.R. Călători S.A.,RO,CFR/MÁV IC 407,Budapest Keleti,Brașov,1899-12-30T17:40:00.000Z,1899-12-30T09:43:00.000Z,NUIT
673.0,12.787,106.334,0.1203,VR-Yhtymä Oy,FI,JOUR_VR_6670,Helsinki,Oulu,1899-12-30T08:00:00.000Z,1899-12-30T13:35:00.000Z,JOUR
534.0,18.69,84.372,0.2215,MÁV-START Vasúti Személyszállító Zrt.,HU,JOUR_MAV_2650,Budapest Keleti,Miskolc,1899-12-30T08:45:00.000Z,1899-12-30T13:08:00.000Z,JOUR
529.0,16.0,83.582,0.1914,Укрзалізниця,UA,UZ 097,Kyiv Pasazhyrskyi,Kovel,1899-12-30T21:56:00.000Z,1899-12-30T08:28:00.000Z,NUIT
672.0,11.8,106.176,0.1111,RegioJet a.s.,CZ,RJ 1021,Praha hl.n.,Chop,1899-12-30T21:52:00.000Z,1899-12-30T10:34:00.000Z,NUIT
845.0,18.0,133.51,0.1348,ÖBB-Personenverkehr AG,AT,ÖBB NJ 403,Amsterdam Centraal,Zürich HB,1899-12-30T20:15:00.000Z,1899-12-30T08:05:00.000Z,NUIT
482.0,0.16,76.156,0.0021,Vygruppen AS,NO,VY 606,Bergen,Oslo S,1899-12-30T23:00:00.000Z,1899-12-30T06:27:00.000Z,NUIT
653.0,10.1,103.174,0.0979,Укрзалізниця,UA,UZ 105,Kyiv Pasazhyrskyi,Odesa Holovna,1899-12-30T21:02:00.000Z,1899-12-30T06:13:00.000Z,NUIT
488.0,7.7,77.104,0.0999,Укрзалізниця,UA,UZ 076,Kryvyi Rih,Kyiv Pasazhyrskyi,1899-12-30T20:57:00.000Z,1899-12-30T06:26:00.000Z,NUIT
743.0,18.575,117.394,0.1582,Trenitalia S.p.A,IT,JOUR_FS_510,Milano Centrale,Napoli Centrale,1899-12-30T08:15:00.000Z,1899-12-30T13:46:00.000Z,JOUR
737.0,14.1,116.446,0.1211,Укрзалізниця,UA,UZ 012 L,Lviv,Odesa Holovna,1899-12-30T19:46:00.000Z,1899-12-30T06:23:00.000Z,NUIT
1503.0,25.6,237.474,0.1078,Укрзалізниця,UA,UZ 013 L,Solotvyno,Kyiv Pasazhyrskyi,1899-12-30T14:00:00.000Z,1899-12-30T08:54:00.000Z,NUIT
523.0,14.644,82.516,0.1775,TCDD Taşımacılık A.Ş.,TR,JOUR_TCDD_4410,Ankara Gari,Izmir Basmane,1899-12-30T09:10:00.000Z,1899-12-30T13:26:00.000Z,JOUR
952.0,2.7,150.416,0.018,SNCF Voyageurs SA,FR,SNCF IC Nuit 5738,Cerbère,Paris Austerlitz,1899-12-30T18:53:00.000Z,1899-12-30T08:50:00.000Z,NUIT
456.0,15.048,72.048,0.2089,PKP Intercity S.A.,PL,JOUR_PKP_3820,Warszawa Centralna,Krakow Glowny,1899-12-30T07:38:00.000Z,1899-12-30T10:58:00.000Z,JOUR
588.0,0.18,92.904,0.0019,Go-Ahead Norge AS,GB,GA F5 726,Stavanger,Oslo S,1899-12-30T22:15:00.000Z,1899-12-30T07:26:00.000Z,NUIT
702.0,12.6,110.916,0.1136,Укрзалізниця,UA,UZ 049,Kyiv Pasazhyrskyi,Truskavets,1899-12-30T21:48:00.000Z,1899-12-30T07:23:00.000Z,NUIT
956.0,17.6,151.048,0.1165,Укрзалізниця,UA,UZ 043 Š,Cherkasy,Ivano-Frankivsk,1899-12-30T16:50:00.000Z,1899-12-30T09:56:00.000Z,NUIT
604.0,14.0,95.432,0.1467,Astra Trans Carpatic SRL,RO,ATC IR 11501,București Nord,Arad,1899-12-30T19:28:00.000Z,1899-12-30T08:15:00.000Z,NUIT
914.0,18.9,144.412,0.1309,Caledonian Sleeper Ltd.,GB,CS 1002 (I),Inverness / Inbhir Nis,London Euston,1899-12-30T20:45:00.000Z,1899-12-30T08:00:00.000Z,NUIT
851.0,19.4,134.458,0.1443,TCDD Taşımacılık A.Ş.,TR,TCDD 22018,Ankara,Malatya,1899-12-30T19:10:00.000Z,1899-12-30T10:56:00.000Z,NUIT
567.0,12.0,89.586,0.1339,TCDD Taşımacılık A.Ş.,TR,TCDD 12002,İstanbul Halkalı,Ankara,1899-12-30T22:00:00.000Z,1899-12-30T06:58:00.000Z,NUIT
852.0,16.2,134.616,0.1203,European Sleeper Cooperatïe,NL,ES 452,Praha hl.n.,Bruxelles Midi / Brussel Zuid,1899-12-30T18:04:00.000Z,1899-12-30T09:27:00.000Z,NUIT
489.0,10.0,77.262,0.1294,First Greater Western Ltd.,GB,GWR Sleeper (London),Penzance,London Paddington,1899-12-30T21:45:00.000Z,1899-12-30T05:08:00.000Z,NUIT
638.0,22.5,100.804,0.2232,PKP Intercity S.A.,PL,PKP TLK 16190,Warszawa Wschodnia,Jelenia Góra,1899-12-30T22:01:00.000Z,1899-12-30T07:22:00.000Z,NUIT
811.0,18.0,128.138,0.1405,TCDD Taşımacılık A.Ş.,TR,TCDD 22006,Ankara,İzmir Basmane,1899-12-30T20:00:00.000Z,1899-12-30T09:35:00.000Z,NUIT
922.0,15.4,145.676,0.1057,Укрзалізниця,UA,UZ 081 K,Kyiv Pasazhyrskyi,Uzhhorod,1899-12-30T18:35:00.000Z,1899-12-30T10:59:00.000Z,NUIT
876.0,15.4,138.408,0.1113,Укрзалізниця,UA,UZ 029 K,Kyiv Pasazhyrskyi,Uzhhorod,1899-12-30T19:19:00.000Z,1899-12-30T07:33:00.000Z,NUIT
875.0,2.6,138.25,0.0188,SNCF Voyageurs SA,FR,SNCF IC Nuit 3970,Latour-de-Carol / La Tor de Querol,Paris Austerlitz,1899-12-30T18:48:00.000Z,1899-12-30T07:03:00.000Z,NUIT
1052.0,1.1,166.216,0.0066,SJ AB,SE,SJ Nattåg 93 (L),Luleå C,Stockholm C,1899-12-30T21:10:00.000Z,1899-12-30T10:09:00.000Z,NUIT
638.0,22.5,100.804,0.2232,PKP Intercity S.A.,PL,PKP TLK 61190,Jelenia Góra,Warszawa Centralna,1899-12-30T21:16:00.000Z,1899-12-30T05:50:00.000Z,NUIT
858.0,18.2,135.564,0.1343,C.F.R. Călători S.A.,RO,CFR/MÁV IRN / IC 79,Budapest Keleti,București Nord,1899-12-30T15:10:00.000Z,1899-12-30T08:42:00.000Z,NUIT
602.0,3.9,95.116,0.041,SNCF Voyageurs SA,FR,SNCF IC Nuit 3789,Paris Austerlitz,Aurillac,1899-12-30T19:27:00.000Z,1899-12-30T07:35:00.000Z,NUIT
1278.0,19.9,201.924,0.0986,Укрзалізниця,UA,UZ 192 P,Kramatorsk,Odesa Holovna,1899-12-30T17:32:00.000Z,1899-12-30T13:04:00.000Z,NUIT
1305.0,20.9,206.19,0.1014,Укрзалізниця,UA,UZ 032 P,Zaporizhzhia 1,Przemyśl Gł.,1899-12-30T20:47:00.000Z,1899-12-30T15:21:00.000Z,NUIT
1083.0,9.176,171.266,0.0536,European Sleeper Cooperatïe,NL,JOUR_ES_560,Bruxelles Midi,Amsterdam Centraal,1899-12-30T10:05:00.000Z,1899-12-30T19:30:00.000Z,JOUR
1115.0,19.2,176.17,0.109,Укрзалізниця,UA,UZ 022,Lviv,Kharkiv,1899-12-30T18:42:00.000Z,1899-12-30T10:17:00.000Z,NUIT
717.0,11.472,113.306,0.1012,HŽ Putnički prijevoz d.o.o.,HR,JOUR_HZ_5561,Split,Zagreb,1899-12-30T13:25:00.000Z,1899-12-30T19:08:00.000Z,JOUR
1092.0,22.1,172.536,0.1281,Trenitalia S.p.A,IT,FS IC Notte 758,Lecce,Milano Centrale,1899-12-30T18:31:00.000Z,1899-12-30T07:05:00.000Z,NUIT
1112.0,16.0,175.696,0.0911,ÖBB-Personenverkehr AG,AT,ÖBB NJ 40420,Innsbruck Hbf,Hamburg Altona,1899-12-30T20:46:00.000Z,1899-12-30T09:06:00.000Z,NUIT
587.0,11.74,92.746,0.1266,Укрзалізниця,UA,JOUR_UZ_3310,Lviv,Ivano-Frankivsk,1899-12-30T08:45:00.000Z,1899-12-30T14:30:00.000Z,JOUR
1120.0,16.2,176.96,0.0915,European Sleeper Cooperatïe,NL,ES 496,Paris Gare du Nord,Berlin Hbf,1899-12-30T17:45:00.000Z,1899-12-30T09:59:00.000Z,NUIT
1465.0,25.3,231.47,0.1093,Укрзалізниця,UA,UZ 006 L,Yasinia,Zaporizhzhia 1,1899-12-30T12:23:00.000Z,1899-12-30T11:05:00.000Z,NUIT
405.0,9.8,63.99,0.1531,C.F.R. Călători S.A.,RO,CFR 1667,București Nord,Iași,1899-12-30T22:50:00.000Z,1899-12-30T05:26:00.000Z,NUIT
441.0,8.82,69.678,0.1266,Укрзалізниця,UA,JOUR_UZ_8831,Kyiv Pasazhyrskyi,Kharkiv Pasazhyrskyi,1899-12-30T14:35:00.000Z,1899-12-30T19:03:00.000Z,JOUR
839.0,18.8,132.562,0.1418,Caledonian Sleeper Ltd.,GB,CS 1001 (FW),London Euston,Fort William / An Gearasdan,1899-12-30T21:15:00.000Z,1899-12-30T10:00:00.000Z,NUIT
553.0,15.064,87.022,0.1731,RegioJet a.s.,CZ,JOUR_RJ_2180,Praha Hlavni,Brno Hlavni,1899-12-30T07:15:00.000Z,1899-12-30T11:46:00.000Z,JOUR
672.0,11.8,106.176,0.1111,RegioJet a.s.,CZ,RJ 1020,Chop,Praha hl.n.,1899-12-30T17:35:00.000Z,1899-12-30T05:46:00.000Z,NUIT
469.0,13.7,74.102,0.1849,Железнице Србије ад,RS,ŽS/ŽPCG 1130 / 432,Bar,Beograd Centar,1899-12-30T20:10:00.000Z,1899-12-30T07:08:00.000Z,NUIT
591.0,13.9,93.378,0.1489,TCDD Taşımacılık A.Ş.,TR,TCDD/BDŽ 12503/492,İstanbul Halkalı,Sofia,1899-12-30T20:00:00.000Z,1899-12-30T09:40:00.000Z,NUIT
714.0,2.2,112.812,0.0195,SNCF Voyageurs SA,FR,SNCF IC Nuit 3751,Paris Austerlitz,Toulouse Matabiau,1899-12-30T22:13:00.000Z,1899-12-30T07:44:00.000Z,NUIT
962.0,17.9,151.996,0.1178,Trenitalia S.p.A,IT,FS IC Notte 1515,Torino Lingotto,Salerno,1899-12-30T20:23:00.000Z,1899-12-30T09:11:00.000Z,NUIT
1127.0,22.54,178.066,0.1266,Укрзалізниця,UA,JOUR_UZ_501,Kyiv Pasazhyrskyi,Odesa Holovna,1899-12-30T06:30:00.000Z,1899-12-30T15:18:00.000Z,JOUR
874.0,4.37,138.092,0.0316,SNCF Voyageurs SA,FR,JOUR_SNCF_9710,Paris Nord,Amsterdam Centraal,1899-12-30T07:25:00.000Z,1899-12-30T13:11:00.000Z,JOUR
605.0,12.4,95.59,0.1297,БДЖ - Пътнически превози ЕООД,BG,BDŽ 9647,Sofia,Silistra,1899-12-30T20:10:00.000Z,1899-12-30T07:20:00.000Z,NUIT
540.0,11.6,85.32,0.136,Укрзалізниця,UA,UZ 020,Chelm,Kyiv Pasazhyrskyi,1899-12-30T23:40:00.000Z,1899-12-30T12:17:00.000Z,NUIT
1115.0,19.2,176.17,0.109,Укрзалізниця,UA,UZ 063,Kharkiv,Lviv,1899-12-30T22:38:00.000Z,1899-12-30T13:39:00.000Z,NUIT
799.0,17.7,126.242,0.1402,TCDD Taşımacılık A.Ş.,TR,TCDD/BDŽ/CFR 461/12504,București Nord,İstanbul Halkalı,1899-12-30T10:50:00.000Z,1899-12-30T06:34:00.000Z,NUIT
1052.0,1.1,166.216,0.0066,SJ AB,SE,SJ Nattåg 91,Luleå C,Stockholm C,1899-12-30T17:00:00.000Z,1899-12-30T06:35:00.000Z,NUIT
865.0,20.8,136.67,0.1522,Укрзалізниця,UA,UZ 078 L,Kovel,Odesa Holovna,1899-12-30T17:35:00.000Z,1899-12-30T09:08:00.000Z,NUIT
914.0,18.9,144.412,0.1309,Caledonian Sleeper Ltd.,GB,CS 1001 (I),London Euston,Inverness / Inbhir Nis,1899-12-30T21:15:00.000Z,1899-12-30T08:45:00.000Z,NUIT
654.0,15.696,103.332,0.1519,ÖBB-Personenverkehr AG,AT,JOUR_OBB_87,Zurich HB,Wien Hauptbahnhof,1899-12-30T08:33:00.000Z,1899-12-30T13:44:00.000Z,JOUR
867.0,21.675,136.941,0.1583,České dráhy a.s.,CZ,JOUR_CD_441,Praha Hlavni,Plzen Hlavni,1899-12-30T07:50:00.000Z,1899-12-30T13:34:00.000Z,JOUR
995.0,17.0,157.21,0.1081,MÁV-START Vasúti Személyszállító Zrt.,HU,MÁV EN 40476,Budapest Nyugati,Berlin Hbf,1899-12-30T19:30:00.000Z,1899-12-30T08:15:00.000Z,NUIT
700.0,6.5,110.6,0.0588,HŽ Putnički prijevoz d.o.o.,HR,HŽPP 1840,Vukovar,Split,1899-12-30T16:57:00.000Z,1899-12-30T06:51:00.000Z,NUIT
528.0,13.2,83.424,0.1582,Trenitalia S.p.A,IT,JOUR_FS_2270,Roma Termini,Milano Centrale,1899-12-30T07:00:00.000Z,1899-12-30T10:30:00.000Z,JOUR
1120.0,16.2,176.96,0.0915,European Sleeper Cooperatïe,NL,ES 497,Berlin Hbf,Paris Gare du Nord,1899-12-30T18:31:00.000Z,1899-12-30T10:00:00.000Z,NUIT
877.0,18.1,138.566,0.1306,Caledonian Sleeper Ltd.,GB,CS 1002 (A),Aberdeen,London Euston,1899-12-30T21:43:00.000Z,1899-12-30T08:00:00.000Z,NUIT
704.0,0.71,111.232,0.0064,SJ AB,SE,SJ 77 (S),Umeå C,Stockholm C,1899-12-30T19:41:00.000Z,1899-12-30T05:04:00.000Z,NUIT
667.0,16.675,105.394,0.1582,Trenitalia S.p.A,IT,JOUR_FS_730,Venezia Santa Lucia,Roma Termini,1899-12-30T09:08:00.000Z,1899-12-30T14:17:00.000Z,JOUR
658.0,10.8,103.964,0.1039,Укрзалізниця,UA,UZ 038 P,Zaporizhzhia 1,Kyiv Pasazhyrskyi,1899-12-30T20:35:00.000Z,1899-12-30T05:58:00.000Z,NUIT
1107.0,16.2,174.906,0.0926,European Sleeper Cooperatïe,NL,ES 456,Bruxelles Midi / Brussel Zuid,Milano Centrale,,,NUIT
784.0,29.435,123.826,0.2377,MÁV-START Vasúti Személyszállító Zrt.,HU,JOUR_MAV_775,Budapest Keleti,Debrecen,1899-12-30T07:40:00.000Z,1899-12-30T13:58:00.000Z,JOUR
1077.0,19.2,170.166,0.1128,Укрзалізниця,UA,UZ 080,Lviv,Dnipro Holovny,1899-12-30T15:03:00.000Z,1899-12-30T06:06:00.000Z,NUIT
700.0,12.9,110.6,0.1166,Укрзалізниця,UA,UZ 051,Kyiv Pasazhyrskyi,Przemyśl Gł.,1899-12-30T19:27:00.000Z,1899-12-30T05:53:00.000Z,NUIT
634.0,1.902,100.172,0.019,SJ AB,SE,JOUR_SJ_2540,Stockholm C,Malmo C,1899-12-30T08:22:00.000Z,1899-12-30T13:49:00.000Z,JOUR
702.0,12.6,110.916,0.1136,Укрзалізниця,UA,UZ 050,Truskavets,Kyiv Pasazhyrskyi,1899-12-30T20:54:00.000Z,1899-12-30T06:36:00.000Z,NUIT
680.0,26.4,107.44,0.2457,PKP Intercity S.A.,PL,PKP TLK 46174/38174,Bielsko-Biała Gł.,Świnoujście,1899-12-30T21:56:00.000Z,1899-12-30T07:42:00.000Z,NUIT
